,content
326,"CHUYỆN CHỦ TỊCH HỒ CHÍ MINH TIẾP NGƯỜI ANH RUỘT NGUYỄN SINH KHIÊM Ở HÀ NỘI
Vừa thấy anh trai, Bác Hồ chạy đến ôm lấy anh khẽ kêu lên: ""Anh Cả!"". Tiếng gọi tên anh Cả đầu tiên sau 37 năm trời xa cách biền biệt.… More Bác Nguyễn Sinh Khiêm cũng ôm lấy Bác Hồ rồi nghẹn ngào thốt lên: ""Chú râu đã dài thế này à?"". Rồi hai anh em ôm nhau khóc.
Trên căn hộ gác 2 nhỏ hẹp ở khu tập thể Văn Chương (Hà Nội), có lẽ nhiều người biết ở đó có một nhà văn, lại là thương binh nặng ở hạng cao nhất nhưng đã dành suốt cuộc đời mình nghiên cứu về Chủ tịch Hồ Chí Minh, tính đến nay cũng đã hơn 60 năm. Đó là nhà văn Sơn Tùng, quê ở xã Diễn Kim, huyện Diễn Châu, tỉnh Nghệ An. Kho tư liệu lịch sử do ông sưu tầm về Bác Hồ,… More

CHUYỆN CHỦ TỊCH HỒ CHÍ MINH TIẾP NGƯỜI ANH RUỘT NGUYỄN SINH KHIÊM Ở HÀ NỘI

Vừa thấy anh trai, Bác Hồ chạy đến ôm lấy anh khẽ kêu lên: ""Anh Cả!"". Tiếng gọi tên anh Cả đầu tiên sau 37 năm trời xa cách biền biệt. Bác Nguyễn Sinh Khiêm cũng ôm lấy Bác Hồ rồi nghẹn ngào thốt lên: ""Chú râu đã dài thế này à?"". Rồi hai anh em ôm nhau khóc.

Trên căn hộ gác 2 nhỏ hẹp ở khu tập thể Văn Chương (Hà Nội), có lẽ nhiều người biết ở đó có một nhà văn, lại là thương binh nặng ở hạng cao nhất nhưng đã dành suốt cuộc đời mình nghiên cứu về Chủ tịch Hồ Chí Minh, tính đến nay cũng đã hơn 60 năm. Đó là nhà văn Sơn Tùng, quê ở xã Diễn Kim, huyện Diễn Châu, tỉnh Nghệ An. Kho tư liệu lịch sử do ông sưu tầm về Bác Hồ,…

"
327,"Không biết cô nhiễm từ lúc nào mà đi dạy, đi coi thi cho các em thế này thì cả trường này căng rồi.. ☹☹

Không biết cô nhiễm từ lúc nào mà đi dạy, đi coi thi cho các em thế này thì cả trường này căng rồi.. ☹☹

CANHCO.NET
Nữ giáo viên trường THPT Ngô Quyền dương tính với nCov chưa rõ nguồn lây
Sáng 18/5, Sở Y tế TP Hải Phòng cho biết, một nữ giáo viên trường THPT Ngô Quyền (Hải Phòng) có kết quả xét nghiệm dương tính với virus SARS-CoV-2. Bệnh

CANHCO.NET
Nữ giáo viên trường THPT Ngô Quyền dương tính với nCov chưa rõ nguồn lây"
328,"Lần đầu tiên Mỹ làn chuyện ấy! Tuyệt vời....

Lần đầu tiên Mỹ làn chuyện ấy! Tuyệt vời....

CANHCO.NET
Mỹ mở cửa kho vaccine Covid-19, chia sẻ 80 triệu liều với thế giới
Tổng thống Joe Biden sẽ gửi thêm ít nhất 20 triệu liều vaccine Covid-19 ra nước ngoài vào cuối tháng 6, đánh dấu lần đầu tiên Mỹ chia sẻ vaccine đã được

CANHCO.NET
Mỹ mở cửa kho vaccine Covid-19, chia sẻ 80 triệu liều với thế giới"
329,"Đây là lý do vì sao anh công an đứng đó nhưng chỉ rút điện thoại ra bấm.. ☹☹

Đây là lý do vì sao anh công an đứng đó nhưng chỉ rút điện thoại ra bấm.. ☹☹

CANHCO.NET
Đại úy công an tường trình gì sau vụ đứng nhìn tài xế vật lộn với cướp?
Đại úy Nguyễn Thanh Lâm phát hiện vụ cướp khi đang đi làm nhiệm vụ về cấp căn cước công dân. Nam cảnh sát không vào bắt giữ nghi phạm mà đứng gọi điện

CANHCO.NET
Đại úy công an tường trình gì sau vụ đứng nhìn tài xế vật lộn với cướp?"
330,"Cuối cùng cũng phải giãn cách toàn thành phố 😢
Bà con xin hãy tuân thủ nghiêm các biện pháp phòng tránh dịch, thực hiện khai báo y tế đầy đủ để đẩy lùi dịch bệnh. Việt Nam cố lên 🇻🇳

Cuối cùng cũng phải giãn cách toàn thành phố 😢

Bà con xin hãy tuân thủ nghiêm các biện pháp phòng tránh dịch, thực hiện khai báo y tế đầy đủ để đẩy lùi dịch bệnh. Việt Nam cố lên 🇻🇳

CANHCO.NET
Hoả tốc giãn cách xã hội toàn TP.Bắc Ninh theo Chỉ thị 16 của Thủ tướng
UBND tỉnh Bắc Ninh vừa hoả tốc phát đi thông báo giãn cách xã hội toàn bộ TP.Bắc Ninh theo Chỉ thị 16 của Thủ tướng Chính phủ từ 6 giờ ngày 18.5 Thông báo

CANHCO.NET
Hoả tốc giãn cách xã hội toàn TP.Bắc Ninh theo Chỉ thị 16 của Thủ tướng"
331,"Kỷ luật như vậy liệu đã thỏa đáng?

Kỷ luật như vậy liệu đã thỏa đáng?

CANHCO.NET
Kỷ luật cảnh cáo đại úy công an đứng nhìn tài xế vật lộn với tên cướp: có thỏa đáng?
Nhiều chuyên gia cho rằng hành động của đại úy công an đứng nhìn tài xế taxi bị thương vật lộn với tên cướp là rất phản cảm, khó chấp nhận, làm ảnh hưởng

CANHCO.NET
Kỷ luật cảnh cáo đại úy công an đứng nhìn tài xế vật lộn với tên cướp: có thỏa đáng?"
332,"Team Phượt Giúp Đỡ Thanh Niên Sóc Trăng Mua Xăng Trên Đường Về Quê Ăn Tết (Câu Chuyện Ý Nghĩa )
Nguồn: Phúc Trọng Vlogs

Team Phượt Giúp Đỡ Thanh Niên Sóc Trăng Mua Xăng Trên Đường Về Quê Ăn Tết (Câu Chuyện Ý Nghĩa )

Nguồn: Phúc Trọng Vlogs

Play Video"
333,"Bây giờ không nhắc nữa, thấy là phạt thôi.. ☹☹

Bây giờ không nhắc nữa, thấy là phạt thôi.. ☹☹

CANHCO.NET
Từ 18-5, TP.HCM bắt đầu phạt người không đeo khẩu trang khi lưu thông
Từ 0h ngày 18/5, lực lượng chức năng sẽ bắt đầu xử phạt những người không đeo khẩu trang. Từ 0h ngày 15/5, TP.HCM đã triển khai 12 chốt kiểm soát tại các

CANHCO.NET
Từ 18-5, TP.HCM bắt đầu phạt người không đeo khẩu trang khi lưu thông"
334,"Bao nhiêu người đi qua đi lại nhìn thấy mà chỉ móc điện thoại ra quay, có một vài người thật quá vô cảm ☹☹
Bất ngờ lời kể của tài xế nhớ lại giây phút sinh tử, anh hô cướp nhưng không ai cứu

Bao nhiêu người đi qua đi lại nhìn thấy mà chỉ móc điện thoại ra quay, có một vài người thật quá vô cảm ☹☹

Bất ngờ lời kể của tài xế nhớ lại giây phút sinh tử, anh hô cướp nhưng không ai cứu

CANHCO.NET
Tài xế taxi kể lại giây phút sinh tử vật lộn với tên cướp cầm dao chọc tiết lợn
Sức khoẻ đã tạm ổn, tài xế taxi Nguyễn Trần Minh (Hà Nội), vừa thoát chết sau khi bị kẻ mang lệnh truy nã tội giết người tấn công vào chiều 16-5, kể lại

CANHCO.NET
Tài xế taxi kể lại giây phút sinh tử vật lộn với tên cướp cầm dao chọc tiết lợn"
335,"Lại một ca dương tính ngoài cộng đồng.. ☹☹

Lại một ca dương tính ngoài cộng đồng.. ☹☹

CANHCO.NET
Khẩn cấp phong toả ngõ 212 Khương Đình do có ca dương tính với Covid-19
Cuối giờ chiều nay, 17/5, lực lượng chức năng quận Thanh Xuân và phường Hạ Đình đã khẩn cấp khử khuẩn, phong tỏa 20 hộ tại ngõ 212 Khương Đình; đồng thời,

CANHCO.NET
Khẩn cấp phong toả ngõ 212 Khương Đình do có ca dương tính với Covid-19"
336,"Thủ tướng cảnh báo, nguy cơ dịch bệnh bùng phát, lây lan có thể xảy ra bất cứ lúc nào, nếu như chúng ta lơ là chủ quan.. ☹☹

Thủ tướng cảnh báo, nguy cơ dịch bệnh bùng phát, lây lan có thể xảy ra bất cứ lúc nào, nếu như chúng ta lơ là chủ quan.. ☹☹

CANHCO.NET
Thủ tướng Phạm Minh Chính: Cần có phương án phòng, chống dịch trong mọi tình huống
Chiều 17/5, tại Trụ sở Chính phủ, Thủ tướng Phạm Minh Chính đã chủ trì cuộc họp của Thường trực Chính phủ với một số bộ, ngành về công tác phòng, chống

CANHCO.NET
Thủ tướng Phạm Minh Chính: Cần có phương án phòng, chống dịch trong mọi tình huống"
337,"Một clip học sinh đánh nhau thì hàng trăm ngàn người lao vào chửi bới chia sẻ! Nhưng những việc làm này thì không thấy ai chia sẻ lan toả những điều tốt đẹp, có giáo dục ? Vậy họ đang chạy theo điều gì vậy ?

Một clip học sinh đánh nhau thì hàng trăm ngàn người lao vào chửi bới chia sẻ! Nhưng những việc làm này thì không thấy ai chia sẻ lan toả những điều tốt đẹp, có giáo dục ? Vậy họ đang chạy theo điều gì vậy ?

CANHCO.NET
Học sinh lớp 7 Hà Tĩnh nhặt được gần 30 triệu đồng trả lại cho người đánh rơi
Đợi mãi không thấy người rơi ví tìm lại số tiền, em học sinh lớp 7 đã mang ra công an xã trình báo để tìm người đánh mất. Sáng 16/5, trao đổi với Báo Gia

CANHCO.NET
Học sinh lớp 7 Hà Tĩnh nhặt được gần 30 triệu đồng trả lại cho người đánh rơi"
338,"Lại một ngày ghi nhận số ca Covid-19 cao kỷ lục.. ☹☹

Lại một ngày ghi nhận số ca Covid-19 cao kỷ lục.. ☹☹

CANHCO.NET
Việt Nam ghi nhận 181 bệnh nhân Covid-19 ngày 17-5
Bộ Y tế chiều 17/5 ghi nhận 117 ca dương tính nCoV, trong đó 116 ca ghi nhận trong nước đều ở khu cách ly và phòng tỏa. Như vậy tổng số ca mắc trong ngày

CANHCO.NET
Việt Nam ghi nhận 181 bệnh nhân Covid-19 ngày 17-5"
339,"[Người Việt tốt] Thanh niên giúp đỡ người hết xăng trên đường đi - ĐÀ LẠT <3 Người Việt Nam là thế
Bạn Nguyen DucAnh viết ""Team mình từ ""Cây Thông Cô Đơn "" Trở về gặp người cần trợ giúp do xe hết xăng. Mà mới… More đầu còn hơi ngại, 1 phần cũng do sợ cướp dàn cảnh nên đi tiếp, nhưng mà nghĩ lại đường đi từ ""suối vàng"" ra còn rất xa mà trời lại sắp tối và còn rất lạnh nữa. Sau 1 hồi đắn đo mình cùng 1 số anh em trong nhóm quyết định quay lại giúp. Khi chúng tôi quay lại vẻ mặt anh ấy cũng rất lo sợ không biết chuyện gì đang xảy ra cho tới khi chúng tôi hỏi anh ấy xe bị sao thì anh đó mới nó xe bị hết xăng. Cả nhóm đi chơi nên không mang theo đồ nghề, rất may trong nhóm có 1 số người biết lấy xăng chia cho anh đó 1 ít. Sau khi xong chúng tôi nhận được những nụ cười thật tươi cùng những cái bắt tay ..không gì vui bằng
---Tuy Đà Lạt rất Lạnh nhưng chúng tôi luôn cảm thấy ấm áp từ những con người ấy...""

[Người Việt tốt] Thanh niên giúp đỡ người hết xăng trên đường đi - ĐÀ LẠT <3 Người Việt Nam là thế

Bạn Nguyen DucAnh viết ""Team mình từ ""Cây Thông Cô Đơn "" Trở về gặp người cần trợ giúp do xe hết xăng. Mà mới đầu còn hơi ngại, 1 phần cũng do sợ cướp dàn cảnh nên đi tiếp, nhưng mà nghĩ lại đường đi từ ""suối vàng"" ra còn rất xa mà trời lại sắp tối và còn rất lạnh nữa. Sau 1 hồi đắn đo mình cùng 1 số anh em trong nhóm quyết định quay lại giúp. Khi chúng tôi quay lại vẻ mặt anh ấy cũng rất lo sợ không biết chuyện gì đang xảy ra cho tới khi chúng tôi hỏi anh ấy xe bị sao thì anh đó mới nó xe bị hết xăng. Cả nhóm đi chơi nên không mang theo đồ nghề, rất may trong nhóm có 1 số người biết lấy xăng chia cho anh đó 1 ít. Sau khi xong chúng tôi nhận được những nụ cười thật tươi cùng những cái bắt tay ..không gì vui bằng

---Tuy Đà Lạt rất Lạnh nhưng chúng tôi luôn cảm thấy ấm áp từ những con người ấy...""

This content isn't available right now
When this happens, it's usually because the owner only shared it with a small group of people, changed who can see it or it's been deleted."
340,"Hy vọng đó không phải Covid-19, bởi dính vào nguy hiểm lắm 😔

Hy vọng đó không phải Covid-19, bởi dính vào nguy hiểm lắm 😔

CANHCO.NET
Trưởng Công an Đồ Sơn xin tạm nghỉ để chữa bệnh sau khi cấp dưới bị điều tra
Chiều 17-5, Công an TP Hải Phòng thông tin về việc đại tá Trần Tiến Quang - trưởng Công an quận Đồ Sơn - đang tạm nghỉ để đi chữa bệnh. Trước đó ít ngày,

CANHCO.NET
Trưởng Công an Đồ Sơn xin tạm nghỉ để chữa bệnh sau khi cấp dưới bị điều tra"
341,"Công an TP Hà Nội đã truy tìm được danh tính của người được cho là công an nhưng thờ ơ khi thấy cảnh anh tài xế bị thương khống chế tên cướp. Phải xử lý thích đáng hành vi vô xảm như này 😡

Công an TP Hà Nội đã truy tìm được danh tính của người được cho là công an nhưng thờ ơ khi thấy cảnh anh tài xế bị thương khống chế tên cướp. Phải xử lý thích đáng hành vi vô xảm như này 😡

CANHCO.NET
Danh tính ‘người công an’ đứng nhìn tài xế taxi vật lộn với tên cướp
Công an TP Hà Nội đã chỉ đạo Công an huyện Thanh Oai kỷ luật cảnh cáo đối với đại úy Nguyễn Thanh Lâm - cán bộ Công an xã Cự Khê (huyện Thanh Oai, Hà

CANHCO.NET
Danh tính ‘người công an’ đứng nhìn tài xế taxi vật lộn với tên cướp"
342,"Dịch bệnh thế này còn ham hố đi xuất khẩu lao động rồi để bị lừa thế này...Đúng là đen còn lắm lông :(

Dịch bệnh thế này còn ham hố đi xuất khẩu lao động rồi để bị lừa thế này...Đúng là đen còn lắm lông :(

CANHCO.NET
Mơ kiếm 50 triệu đồng/tháng ở Hàn Quốc, hơn 160 người bị bỏ rơi ở Đà Nẵng
Hơn 160 người từ nhiều nơi trên cả nước tập trung về Đà Nẵng sau lời hứa được đưa đi xuất khẩu lao động Hàn Quốc bằng đường biển, nhưng bị bỏ rơi. Ngày

CANHCO.NET
Mơ kiếm 50 triệu đồng/tháng ở Hàn Quốc, hơn 160 người bị bỏ rơi ở Đà Nẵng"
343,"Trung Quốc tha cho Việt Nam được không? Đang dịch bệnh mà cứ trốn vào liên tục, bằng mọi cách thế này

Trung Quốc tha cho Việt Nam được không? Đang dịch bệnh mà cứ trốn vào liên tục, bằng mọi cách thế này

CANHCO.NET
5 người Trung Quốc trốn trong thùng cactông trên xe khách từ Bắc Giang vào TP.HCM
Trưa 17-5, Phòng cảnh sát giao thông Công an tỉnh Đồng Nai phát hiện 5 người Trung Quốc nhập cảnh trái phép, chui trong thùng cactông trên khoang chứa

CANHCO.NET
5 người Trung Quốc trốn trong thùng cactông trên xe khách từ Bắc Giang vào TP.HCM"
344,"Tôi tự đặt ra câu hỏi rằng một người đàn ông bán lốp xe lại có chuyến 'du ngoạn' trải dài khắp 10 tỉnh mà không có mục đích gì sao?
Cần một cao nhân giải thích

Tôi tự đặt ra câu hỏi rằng một người đàn ông bán lốp xe lại có chuyến 'du ngoạn' trải dài khắp 10 tỉnh mà không có mục đích gì sao?

Cần một cao nhân giải thích

CANHCO.NET
Phát hiện người đàn ông Campuchia mắc Covid-19 đi qua 10 tỉnh
Cơ quan y tế tỉnh Pailin, Campuchia vừa phát hiện một người đàn ông mắc Covid-19 đã đi qua 10 tỉnh. Điều này làm dấy lên nguy cơ người này sẽ thành một ca

CANHCO.NET
Phát hiện người đàn ông Campuchia mắc Covid-19 đi qua 10 tỉnh"
